A_re,0.269156764035,0.318297898885,0.360654909068,0.398358490222,0.432591265901,0.464088813726,0.493344449566,0.520707272475,0.546434479060,0.570721588029,0.593721002946,0.615553979971,0.636318655059,0.656095608164,0.674951828880,0.692943610907,0.710118708718,0.726517973802,0.742176615993,0.757125189692,0.771390374824,0.784995602367,0.797961560596,0.810306608661,0.822047117378,0.833197752267,0.843771710326,0.853780919441,0.863236207363,0.872147445719,0.880523673415,0.888373202882,0.895703711997,0.902522323938,0.908835676851,0.914649984841,0.919971091571,0.924804517516,0.929155501739,0.933029038953,0.936429912466,0.939362723553,0.941831917697,0.943841808086,0.945396596689,0.946500393197,0.947157232073,0.947371087924,0.947145889365,0.946485531560,0.945393887551,0.943874818516,0.941932183059,0.939569845620,0.936791684099,0.933601596755,0.930003508463,0.926001376362,0.921599194974,0.916801000821,0.911610876581,0.906032954837,0.900071421432,0.893730518474,0.887014547013,0.879927869407,0.872474911420,0.864660164046,0.856488185095,0.847963600551,0.839091105722,0.829875466184,0.820321518545,0.810434171037,0.800218403938,0.789679269845,0.778821893799,0.767651473279,0.756173278061,0.744392649954,0.732315002431,0.719945820139,0.707290658311,0.694355142080,0.681144965694,0.667665891655,0.653923749755,0.639924436050,0.625673911745,0.611178202008,0.596443394723,0.581475639164,0.566281144613,0.550866178919,0.535237066993,0.519400189257,0.503361980026,0.487128925858,0.470707563841,0.454104479846,0.437326306724,0.420379722473,0.403271448360,0.386008247007,0.368596920439,0.351044308100,0.333357284837,0.315542758852,0.297607669627,0.279558985819,0.261403703133,0.243148842165,0.224801446230,0.206368579161,0.187857323094,0.169274776231,0.150628050585,0.131924269715,0.113170566441,0.094374080546,0.075541956471,0.056681340991,0.037799380892,0.018903220633
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.269156764035,-0.318297898885,-0.360654909068,-0.398358490222,-0.432591265901,-0.464088813726,-0.493344449566,-0.520707272475,-0.546434479060,-0.570721588029,-0.593721002946,-0.615553979971,-0.636318655059,-0.656095608164,-0.674951828880,-0.692943610907,-0.710118708718,-0.726517973802,-0.742176615993,-0.757125189692,-0.771390374824,-0.784995602367,-0.797961560596,-0.810306608661,-0.822047117378,-0.833197752267,-0.843771710326,-0.853780919441,-0.863236207363,-0.872147445719,-0.880523673415,-0.888373202882,-0.895703711997,-0.902522323938,-0.908835676851,-0.914649984841,-0.919971091571,-0.924804517516,-0.929155501739,-0.933029038953,-0.936429912466,-0.939362723553,-0.941831917697,-0.943841808086,-0.945396596689,-0.946500393197,-0.947157232073,-0.947371087924,-0.947145889365,-0.946485531560,-0.945393887551,-0.943874818516,-0.941932183059,-0.939569845620,-0.936791684099,-0.933601596755,-0.930003508463,-0.926001376362,-0.921599194974,-0.916801000821,-0.911610876581,-0.906032954837,-0.900071421432,-0.893730518474,-0.887014547013,-0.879927869407,-0.872474911420,-0.864660164046,-0.856488185095,-0.847963600551,-0.839091105722,-0.829875466184,-0.820321518545,-0.810434171037,-0.800218403938,-0.789679269845,-0.778821893799,-0.767651473279,-0.756173278061,-0.744392649954,-0.732315002431,-0.719945820139,-0.707290658311,-0.694355142080,-0.681144965694,-0.667665891655,-0.653923749755,-0.639924436050,-0.625673911745,-0.611178202008,-0.596443394723,-0.581475639163,-0.566281144613,-0.550866178919,-0.535237066993,-0.519400189257,-0.503361980026,-0.487128925858,-0.470707563841,-0.454104479846,-0.437326306724,-0.420379722473,-0.403271448360,-0.386008247007,-0.368596920439,-0.351044308100,-0.333357284837,-0.315542758852,-0.297607669627,-0.279558985819,-0.261403703133,-0.243148842165,-0.224801446230,-0.206368579161,-0.187857323094,-0.169274776231,-0.150628050585,-0.131924269715,-0.113170566441,-0.094374080546,-0.075541956471,-0.056681340991,-0.037799380892,-0.018903220633
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125
# constraint,norm
# norm_sq,125.000000000000
# dEdt,15.542474911318
# lambda_max,15.539665796342
