A_re,0.301487900588,0.356418810627,0.403677815642,0.445643020057,0.483631318524,0.518459524360,0.550673665613,0.580658736133,0.608697238473,0.635002995891,0.659741911062,0.683045344607,0.705019085067,0.725749564082,0.745308284152,0.763755049008,0.781140369526,0.797507288228,0.812892785104,0.827328876278,0.840843483562,0.853461130584,0.865203505831,0.876089922344,0.886137696230,0.895362460771,0.903778428951,0.911398614303,0.918235017816,0.924298786984,0.929600351843,0.934149541862,0.937955686799,0.941027704076,0.943374174723,0.945003409606,0.945923507335,0.946142405028,0.945667922910,0.944507803549,0.942669746448,0.940161438550,0.936990581172,0.933164913789,0.928692235025,0.923580421173,0.917837442511,0.911471377648,0.904490426103,0.896902919292,0.888717330090,0.879942281086,0.870586551664,0.860659084014,0.850168988159,0.839125546092,0.827538215083,0.815416630241,0.802770606367,0.789610139168,0.775945405879,0.761786765319,0.747144757445,0.732030102414,0.716453699208,0.700426623831,0.683960127122,0.667065632193,0.649754731529,0.632039183762,0.613930910133,0.595441990681,0.576584660152,0.557371303654,0.537814452074,0.517926777275,0.497721087063,0.477210319972,0.456407539846,0.435325930249,0.413978788704,0.392379520772,0.370541633990,0.348478731658,0.326204506505,0.303732734229,0.281077266920,0.258252026384,0.235270997360,0.212148220651,0.188897786173,0.165533825923,0.142070506877,0.118522023831,0.094902592177,0.071226440636,0.047507803945,0.023760915505
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.301487900588,-0.356418810627,-0.403677815642,-0.445643020057,-0.483631318524,-0.518459524360,-0.550673665613,-0.580658736133,-0.608697238473,-0.635002995891,-0.659741911062,-0.683045344607,-0.705019085067,-0.725749564082,-0.745308284152,-0.763755049008,-0.781140369526,-0.797507288228,-0.812892785104,-0.827328876278,-0.840843483562,-0.853461130584,-0.865203505831,-0.876089922344,-0.886137696230,-0.895362460771,-0.903778428951,-0.911398614303,-0.918235017816,-0.924298786984,-0.929600351843,-0.934149541862,-0.937955686799,-0.941027704076,-0.943374174723,-0.945003409606,-0.945923507335,-0.946142405028,-0.945667922910,-0.944507803549,-0.942669746448,-0.940161438550,-0.936990581172,-0.933164913789,-0.928692235025,-0.923580421173,-0.917837442511,-0.911471377648,-0.904490426103,-0.896902919292,-0.888717330090,-0.879942281086,-0.870586551664,-0.860659084014,-0.850168988159,-0.839125546092,-0.827538215083,-0.815416630241,-0.802770606367,-0.789610139168,-0.775945405879,-0.761786765319,-0.747144757445,-0.732030102414,-0.716453699208,-0.700426623831,-0.683960127122,-0.667065632193,-0.649754731529,-0.632039183762,-0.613930910133,-0.595441990681,-0.576584660152,-0.557371303654,-0.537814452074,-0.517926777275,-0.497721087063,-0.477210319972,-0.456407539846,-0.435325930249,-0.413978788704,-0.392379520772,-0.370541633990,-0.348478731658,-0.326204506505,-0.303732734229,-0.281077266920,-0.258252026384,-0.235270997360,-0.212148220651,-0.188897786173,-0.165533825923,-0.142070506877,-0.118522023831,-0.094902592177,-0.071226440636,-0.047507803945,-0.023760915505
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
# constraint,norm
# norm_sq,99.000000000000
# dEdt,12.309640129764
# lambda_max,12.306114813270
