A_re,-0.800524217294,-0.893421700558,-0.934442479063,-0.929104639020,-0.881621698352,-0.796329828149,-0.678174826961,-0.532838532216,-0.366692731416,-0.186657158326
A_im,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,0.800524217294,0.893421700558,0.934442479063,0.929104639020,0.881621698352,0.796329828149,0.678174826961,0.532838532216,0.366692731416,0.186657158326
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11
# constraint,norm
# norm_sq,11.000000000000
# dEdt,1.367737792196
# lambda_max,1.341856029295
