A_re,0.272365367963,0.322083717429,0.364931527654,0.403064242968,0.437677989153,0.469516566023,0.499078666126,0.526717082979,0.552691644765,0.577199795837,0.600395378116,0.622400739393,0.643314854537,0.663218954649,0.682180538848,0.700256302302,0.717494317824,0.733935690949,0.749615835746,0.764565472307,0.778811416600,0.792377213096,0.805283646728,0.817549161121,0.829190203205,0.840221509394,0.850656344994,0.860506705805,0.869783488939,0.878496638409,0.886655269839,0.894267777855,0.901341928964,0.907884942242,0.913903559701,0.919404107896,0.924392552045,0.928874543722,0.932855463028,0.936340455966,0.939334467665,0.941842271986,0.943868497951,0.945417653395,0.946494146167,0.947102303172,0.947246387483,0.946930613766,0.946159162168,0.944936190859,0.943265847352,0.941152278730,0.938599640887,0.935612106881,0.932193874480,0.928349172977,0.924082269337,0.919397473748,0.914299144602,0.908791692985,0.902879586691,0.896567353812,0.889859585935,0.882760940973,0.875276145656,0.867409997724,0.859167367811,0.850553201076,0.841572518573,0.832230418397,0.822532076597,0.812482747902,0.802087766237,0.791352545075,0.780282577608,0.768883436763,0.757160775071,0.745120324385,0.732767895476,0.720109377489,0.707150737290,0.693898018695,0.680357341586,0.666534900936,0.652436965724,0.638069877767,0.623440050458,0.608553967421,0.593418181091,0.578039311213,0.562424043265,0.546579126823,0.530511373851,0.514227656928,0.497734907422,0.481040113600,0.464150318687,0.447072618873,0.429814161268,0.412382141816,0.394783803156,0.377026432447,0.359117359151,0.341063952775,0.322873620583,0.304553805267,0.286111982587,0.267555658986,0.248892369171,0.230129673665,0.211275156344,0.192336421935,0.173321093510,0.154236809943,0.135091223362,0.115891996575,0.096646800484,0.077363311485,0.058049208855,0.038712172128,0.019359878463
A_im,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.272365367963,-0.322083717429,-0.364931527654,-0.403064242968,-0.437677989153,-0.469516566023,-0.499078666126,-0.526717082979,-0.552691644765,-0.577199795837,-0.600395378116,-0.622400739393,-0.643314854537,-0.663218954649,-0.682180538848,-0.700256302302,-0.717494317824,-0.733935690949,-0.749615835746,-0.764565472307,-0.778811416600,-0.792377213096,-0.805283646728,-0.817549161122,-0.829190203205,-0.840221509394,-0.850656344994,-0.860506705805,-0.869783488939,-0.878496638409,-0.886655269839,-0.894267777855,-0.901341928964,-0.907884942242,-0.913903559701,-0.919404107896,-0.924392552045,-0.928874543722,-0.932855463028,-0.936340455966,-0.939334467665,-0.941842271986,-0.943868497951,-0.945417653395,-0.946494146167,-0.947102303172,-0.947246387483,-0.946930613766,-0.946159162168,-0.944936190859,-0.943265847352,-0.941152278730,-0.938599640887,-0.935612106881,-0.932193874480,-0.928349172977,-0.924082269337,-0.919397473748,-0.914299144602,-0.908791692985,-0.902879586691,-0.896567353812,-0.889859585935,-0.882760940973,-0.875276145656,-0.867409997724,-0.859167367811,-0.850553201076,-0.841572518573,-0.832230418397,-0.822532076597,-0.812482747902,-0.802087766237,-0.791352545075,-0.780282577608,-0.768883436763,-0.757160775071,-0.745120324385,-0.732767895476,-0.720109377489,-0.707150737290,-0.693898018695,-0.680357341586,-0.666534900936,-0.652436965724,-0.638069877767,-0.623440050458,-0.608553967421,-0.593418181091,-0.578039311213,-0.562424043265,-0.546579126823,-0.530511373851,-0.514227656928,-0.497734907422,-0.481040113600,-0.464150318687,-0.447072618873,-0.429814161268,-0.412382141816,-0.394783803156,-0.377026432447,-0.359117359151,-0.341063952775,-0.322873620583,-0.304553805267,-0.286111982587,-0.267555658986,-0.248892369171,-0.230129673665,-0.211275156344,-0.192336421935,-0.173321093510,-0.154236809943,-0.135091223362,-0.115891996575,-0.096646800484,-0.077363311485,-0.058049208855,-0.038712172128,-0.019359878463
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122
# constraint,norm
# norm_sq,122.000000000000
# dEdt,8.023513660005
# lambda_max,8.021992182074
