A_re,0.254657289315,0.301183999158,0.341313202642,0.377063305749,0.409555505411,0.439487849548,0.467329015291,0.493411093385,0.517979100950,0.541219590794,0.563278224403,0.584271103117,0.604292369470,0.623419477006,0.641716946705,0.659239109187,0.676032148287,0.692135651747,0.707583806820,0.722406335258,0.736629233842,0.750275367638,0.763364950208,0.775915936012,0.787944343802,0.799464525277,0.810489389878,0.821030594151,0.831098702261,0.840703322828,0.849853226217,0.858556445568,0.866820364236,0.874651791789,0.882057030351,0.889041932721,0.895611953480,0.901772194090,0.907527442809,0.912882210130,0.917840760337,0.922407139670,0.926585201539,0.930378629137,0.933790955773,0.936825583193,0.939485798116,0.941774787188,0.943695650528,0.945251414022,0.946445040486,0.947279439830,0.947757478307,0.947881986959,0.947655769315,0.947081608425,0.946162273297,0.944900524776,0.943299120928,0.941360821970,0.939088394774,0.936484617003,0.933552280886,0.930294196675,0.926713195808,0.922812133798,0.918593892865,0.914061384341,0.909217550857,0.904065368328,0.898607847749,0.892848036824,0.886789021426,0.880433926910,0.873785919281,0.866848206234,0.859624038067,0.852116708475,0.844329555236,0.836265960798,0.827929352764,0.819323204281,0.810451034354,0.801316408066,0.791922936724,0.782274277939,0.772374135621,0.762226259921,0.751834447102,0.741202539355,0.730334424551,0.719234035945,0.707905351827,0.696352395116,0.684579232920,0.672589976034,0.660388778412,0.647979836581,0.635367389028,0.622555715542,0.609549136524,0.596352012255,0.582968742138,0.569403763905,0.555661552791,0.541746620682,0.527663515234,0.513416818962,0.499011148303,0.484451152662,0.469741513422,0.454886942939,0.439892183512,0.424762006334,0.409501210420,0.394114621519,0.378607091003,0.362983494742,0.347248731962,0.331407724087,0.315465413560,0.299426762660,0.283296752294,0.267080380785,0.250782662641,0.234408627318,0.217963317965,0.201451790164,0.184879110658,0.168250356073,0.151570611624,0.134844969821,0.118078529164,0.101276392832,0.084443667364,0.067585461336,0.050706884035,0.033813044126,0.016909048312
A_im,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.254657289315,-0.301183999158,-0.341313202642,-0.377063305749,-0.409555505411,-0.439487849548,-0.467329015291,-0.493411093385,-0.517979100950,-0.541219590794,-0.563278224403,-0.584271103117,-0.604292369470,-0.623419477006,-0.641716946705,-0.659239109187,-0.676032148287,-0.692135651747,-0.707583806820,-0.722406335258,-0.736629233842,-0.750275367638,-0.763364950208,-0.775915936012,-0.787944343802,-0.799464525277,-0.810489389878,-0.821030594151,-0.831098702261,-0.840703322828,-0.849853226217,-0.858556445568,-0.866820364236,-0.874651791789,-0.882057030351,-0.889041932721,-0.895611953480,-0.901772194090,-0.907527442809,-0.912882210130,-0.917840760337,-0.922407139670,-0.926585201539,-0.930378629137,-0.933790955773,-0.936825583193,-0.939485798116,-0.941774787188,-0.943695650528,-0.945251414022,-0.946445040486,-0.947279439830,-0.947757478307,-0.947881986959,-0.947655769315,-0.947081608425,-0.946162273297,-0.944900524776,-0.943299120928,-0.941360821970,-0.939088394774,-0.936484617003,-0.933552280886,-0.930294196675,-0.926713195808,-0.922812133798,-0.918593892865,-0.914061384341,-0.909217550857,-0.904065368328,-0.898607847749,-0.892848036824,-0.886789021426,-0.880433926910,-0.873785919281,-0.866848206234,-0.859624038067,-0.852116708475,-0.844329555236,-0.836265960798,-0.827929352764,-0.819323204281,-0.810451034354,-0.801316408066,-0.791922936724,-0.782274277939,-0.772374135621,-0.762226259921,-0.751834447102,-0.741202539355,-0.730334424551,-0.719234035945,-0.707905351827,-0.696352395116,-0.684579232920,-0.672589976034,-0.660388778412,-0.647979836581,-0.635367389028,-0.622555715542,-0.609549136524,-0.596352012255,-0.582968742138,-0.569403763905,-0.555661552791,-0.541746620682,-0.527663515234,-0.513416818962,-0.499011148303,-0.484451152662,-0.469741513422,-0.454886942939,-0.439892183512,-0.424762006334,-0.409501210420,-0.394114621519,-0.378607091003,-0.362983494742,-0.347248731962,-0.331407724087,-0.315465413560,-0.299426762660,-0.283296752294,-0.267080380785,-0.250782662641,-0.234408627318,-0.217963317965,-0.201451790164,-0.184879110658,-0.168250356073,-0.151570611624,-0.134844969821,-0.118078529164,-0.101276392832,-0.084443667364,-0.067585461336,-0.050706884035,-0.033813044126,-0.016909048312
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140
# constraint,norm
# norm_sq,140.000000000000
# dEdt,9.207310757382
# lambda_max,9.205980818778
