A_re,0.312385732407,0.369252871917,0.418139004913,0.461504498134,0.500710484641,0.536600240911,0.569736734256,0.600516310850,0.629229331306,0.656095186712,0.681283793567,0.704929444753,0.727140094872,0.748003792932,0.767593264331,0.785969253190,0.803183011235,0.819278184881,0.834292268999,0.848257742812,0.861202968722,0.873152911674,0.884129720823,0.894153204263,0.903241219753,0.911409998799,0.918674417338,0.925048223283,0.930544228923,0.935174474458,0.938950367696,0.941882803881,0.943982268898,0.945258928469,0.945722705467,0.945383347121,0.944250483554,0.942333678865,0.939642475761,0.936186434591,0.931975167489,0.927018368235,0.921325838344,0.914907509829,0.907773465011,0.899933953691,0.891399407984,0.882180455040,0.872287927868,0.861732874454,0.850526565324,0.838680499700,0.826206410373,0.813116267407,0.799422280759,0.785136901920,0.770272824643,0.754842984831,0.738860559648,0.722338965909,0.705291857801,0.687733123982,0.669676884094,0.651137484741,0.632129494951,0.612667701174,0.592767101824,0.572442901412,0.551710504284,0.530585507996,0.509083696337,0.487221032036,0.465013649161,0.442477845233,0.419630073077,0.396486932414,0.373065161229,0.349381626913,0.325453317203,0.301297330930,0.276930868595,0.252371222777,0.227635768393,0.202741952816,0.177707285876,0.152549329731,0.127285688652,0.101933998699,0.076511917332,0.051037112934,0.025527254289
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.312385732407,-0.369252871917,-0.418139004913,-0.461504498134,-0.500710484641,-0.536600240911,-0.569736734256,-0.600516310850,-0.629229331306,-0.656095186712,-0.681283793567,-0.704929444753,-0.727140094872,-0.748003792932,-0.767593264331,-0.785969253190,-0.803183011235,-0.819278184881,-0.834292268999,-0.848257742812,-0.861202968722,-0.873152911674,-0.884129720823,-0.894153204263,-0.903241219753,-0.911409998799,-0.918674417338,-0.925048223283,-0.930544228923,-0.935174474458,-0.938950367696,-0.941882803881,-0.943982268898,-0.945258928469,-0.945722705467,-0.945383347121,-0.944250483554,-0.942333678865,-0.939642475761,-0.936186434591,-0.931975167489,-0.927018368235,-0.921325838344,-0.914907509829,-0.907773465011,-0.899933953691,-0.891399407984,-0.882180455040,-0.872287927868,-0.861732874454,-0.850526565324,-0.838680499700,-0.826206410373,-0.813116267407,-0.799422280759,-0.785136901920,-0.770272824643,-0.754842984831,-0.738860559648,-0.722338965909,-0.705291857801,-0.687733123982,-0.669676884094,-0.651137484741,-0.632129494951,-0.612667701174,-0.592767101824,-0.572442901412,-0.551710504284,-0.530585507996,-0.509083696337,-0.487221032036,-0.465013649161,-0.442477845233,-0.419630073077,-0.396486932414,-0.373065161229,-0.349381626913,-0.325453317203,-0.301297330930,-0.276930868595,-0.252371222777,-0.227635768393,-0.202741952816,-0.177707285876,-0.152549329731,-0.127285688652,-0.101933998699,-0.076511917332,-0.051037112934,-0.025527254289
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
# constraint,norm
# norm_sq,92.000000000000
# dEdt,14.941076290260
# lambda_max,14.936132426515
