A_re,0.274569272924,0.324683793509,0.367868224309,0.406294986280,0.441169459011,0.473241071284,0.503012191755,0.530838136043,0.556980525695,0.581638114753,0.604965721255,0.627086432020,0.648099788368,0.668087459853,0.687117287705,0.705246235891,0.722522589809,0.738987624288,0.754676889322,0.769621215295,0.783847508927,0.797379390765,0.810237711062,0.822440971194,0.834005670883,0.844946596543,0.855277062472,0.865009113961,0.874153699377,0.882720816812,0.890719639706,0.898158624999,0.905045606676,0.911387877004,0.917192257390,0.922465160392,0.927212644191,0.931440460584,0.935154097405,0.938358816118,0.941059685220,0.943261609992,0.944969359055,0.946187588110,0.946920861226,0.947173669922,0.946950450327,0.946255598617,0.945093484910,0.943468465800,0.941384895651,0.938847136788,0.935859568697,0.932426596314,0.928552657509,0.924242229821,0.919499836524,0.914330052076,0.908737507009,0.902726892298,0.896302963267,0.889470543049,0.882234525653,0.874599878661,0.866571645575,0.858154947853,0.849354986648,0.840177044274,0.830626485408,0.820708758064,0.810429394338,0.799794010940,0.788808309537,0.777478076904,0.765809184909,0.753807590325,0.741479334498,0.728830542861,0.715867424313,0.702596270471,0.689023454790,0.675155431579,0.660998734890,0.646559977316,0.631845848679,0.616863114628,0.601618615143,0.586119262954,0.570372041881,0.554384005087,0.538162273268,0.521714032762,0.505046533597,0.488167087469,0.471083065665,0.453801896923,0.436331065236,0.418678107606,0.400850611747,0.382856213739,0.364702595637,0.346397483038,0.327948642607,0.309363879563,0.290651035131,0.271817983958,0.252872631499,0.233822911371,0.214676782678,0.195442227310,0.176127247225,0.156739861692,0.137288104534,0.117780021331,0.098223666622,0.078627101086,0.058998388702,0.039345593910,0.019676778751
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.274569272924,-0.324683793509,-0.367868224309,-0.406294986280,-0.441169459011,-0.473241071284,-0.503012191755,-0.530838136043,-0.556980525695,-0.581638114753,-0.604965721255,-0.627086432020,-0.648099788368,-0.668087459853,-0.687117287705,-0.705246235891,-0.722522589809,-0.738987624288,-0.754676889322,-0.769621215295,-0.783847508927,-0.797379390765,-0.810237711062,-0.822440971194,-0.834005670883,-0.844946596543,-0.855277062472,-0.865009113961,-0.874153699377,-0.882720816812,-0.890719639706,-0.898158624999,-0.905045606676,-0.911387877004,-0.917192257390,-0.922465160392,-0.927212644191,-0.931440460584,-0.935154097405,-0.938358816118,-0.941059685220,-0.943261609992,-0.944969359055,-0.946187588110,-0.946920861226,-0.947173669922,-0.946950450327,-0.946255598617,-0.945093484910,-0.943468465800,-0.941384895651,-0.938847136788,-0.935859568697,-0.932426596314,-0.928552657509,-0.924242229821,-0.919499836524,-0.914330052076,-0.908737507009,-0.902726892298,-0.896302963267,-0.889470543049,-0.882234525653,-0.874599878661,-0.866571645575,-0.858154947853,-0.849354986648,-0.840177044274,-0.830626485408,-0.820708758064,-0.810429394338,-0.799794010940,-0.788808309537,-0.777478076904,-0.765809184909,-0.753807590325,-0.741479334498,-0.728830542861,-0.715867424313,-0.702596270471,-0.689023454790,-0.675155431579,-0.660998734890,-0.646559977316,-0.631845848679,-0.616863114628,-0.601618615143,-0.586119262954,-0.570372041881,-0.554384005087,-0.538162273268,-0.521714032762,-0.505046533597,-0.488167087469,-0.471083065666,-0.453801896923,-0.436331065236,-0.418678107606,-0.400850611747,-0.382856213739,-0.364702595637,-0.346397483038,-0.327948642607,-0.309363879563,-0.290651035131,-0.271817983958,-0.252872631499,-0.233822911371,-0.214676782678,-0.195442227310,-0.176127247225,-0.156739861692,-0.137288104534,-0.117780021331,-0.098223666622,-0.078627101086,-0.058998388702,-0.039345593910,-0.019676778751
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
# constraint,norm
# norm_sq,120.000000000000
# dEdt,9.549296585514
# lambda_max,9.547425657622
