A_re,0.267079612396,0.315846805868,0.357885642696,0.395310776743,0.429296072257,0.460571767351,0.489627681947,0.516810509468,0.542375730142,0.566517604372,0.589387593870,0.611106238340,0.631771121774,0.651462394572,0.670246709278,0.688180093286,0.705310089363,0.721677379665,0.737317037689,0.752259507181,0.766531377324,0.780156003670,0.793154010666,0.805543702218,0.817341400004,0.828561724466,0.839217829877,0.849321602327,0.858883827496,0.867914333651,0.876422114183,0.884415433113,0.891901916390,0.898888631197,0.905382155156,0.911388636920,0.916913849428,0.921963236858,0.926541956157,0.930654913877,0.934306798939,0.937502111848,0.940245190799,0.942540235065,0.944391325984,0.945802445828,0.946777494798,0.947320306352,0.947434661051,0.947124299074,0.946392931553,0.945244250835,0.943681939789,0.941709680245,0.939331160653,0.936550083027,0.933370169248,0.929795166778,0.925828853837,0.921475044098,0.916737590917,0.911620391168,0.906127388689,0.900262577377,0.894030003969,0.887433770516,0.880478036584,0.873167021198,0.865505004545,0.857496329458,0.849145402688,0.840456695987,0.831434747002,0.822084160007,0.812409606472,0.802415825474,0.792107623981,0.781489876994,0.770567527561,0.759345586676,0.747829133070,0.736023312882,0.723933339247,0.711564491773,0.698922115934,0.686011622375,0.672838486140,0.659408245810,0.645726502580,0.631798919254,0.617631219180,0.603229185116,0.588598658035,0.573745535875,0.558675772225,0.543395374966,0.527910404855,0.512226974060,0.496351244655,0.480289427060,0.464047778447,0.447632601101,0.431050240741,0.414307084813,0.397409560732,0.380364134105,0.363177306918,0.345855615683,0.328405629574,0.310833948517,0.293147201270,0.275352043466,0.257455155644,0.239463241246,0.221383024606,0.203221248911,0.184984674148,0.166680075032,0.148314238926,0.129893963734,0.111426055792,0.092917327742,0.074374596398,0.055804680600,0.037214399061,0.018610568204
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.267079612396,-0.315846805868,-0.357885642696,-0.395310776743,-0.429296072257,-0.460571767351,-0.489627681947,-0.516810509468,-0.542375730142,-0.566517604372,-0.589387593870,-0.611106238340,-0.631771121774,-0.651462394572,-0.670246709278,-0.688180093286,-0.705310089363,-0.721677379665,-0.737317037689,-0.752259507181,-0.766531377324,-0.780156003670,-0.793154010666,-0.805543702218,-0.817341400004,-0.828561724466,-0.839217829877,-0.849321602327,-0.858883827496,-0.867914333651,-0.876422114183,-0.884415433113,-0.891901916390,-0.898888631197,-0.905382155156,-0.911388636920,-0.916913849428,-0.921963236858,-0.926541956157,-0.930654913877,-0.934306798939,-0.937502111848,-0.940245190799,-0.942540235065,-0.944391325984,-0.945802445828,-0.946777494798,-0.947320306352,-0.947434661051,-0.947124299074,-0.946392931553,-0.945244250835,-0.943681939789,-0.941709680245,-0.939331160653,-0.936550083027,-0.933370169248,-0.929795166778,-0.925828853837,-0.921475044098,-0.916737590917,-0.911620391168,-0.906127388689,-0.900262577377,-0.894030003969,-0.887433770516,-0.880478036584,-0.873167021198,-0.865505004545,-0.857496329458,-0.849145402688,-0.840456695987,-0.831434747002,-0.822084160007,-0.812409606472,-0.802415825474,-0.792107623981,-0.781489876994,-0.770567527561,-0.759345586676,-0.747829133070,-0.736023312882,-0.723933339247,-0.711564491773,-0.698922115934,-0.686011622375,-0.672838486140,-0.659408245810,-0.645726502580,-0.631798919254,-0.617631219180,-0.603229185116,-0.588598658035,-0.573745535875,-0.558675772225,-0.543395374966,-0.527910404855,-0.512226974060,-0.496351244655,-0.480289427060,-0.464047778447,-0.447632601101,-0.431050240741,-0.414307084813,-0.397409560732,-0.380364134106,-0.363177306918,-0.345855615683,-0.328405629574,-0.310833948517,-0.293147201270,-0.275352043466,-0.257455155644,-0.239463241246,-0.221383024607,-0.203221248911,-0.184984674148,-0.166680075032,-0.148314238926,-0.129893963734,-0.111426055792,-0.092917327742,-0.074374596398,-0.055804680600,-0.037214399061,-0.018610568204
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
# constraint,norm
# norm_sq,127.000000000000
# dEdt,12.476961588068
# lambda_max,12.474776192319
