A_re,0.330226150996,0.390242471995,0.441758568607,0.487367978496,0.528502915513,0.566048782497,0.600595212780,0.632556192036,0.662234111128,0.689856746744,0.715599956635,0.739602300218,0.761974837221,0.782807914095,0.802175996569,0.820141193719,0.836755881345,0.852064690346,0.866106037939,0.878913323540,0.890515874578,0.900939702984,0.910208116436,0.918342216746,0.925361309605,0.931283243946,0.936124694912,0.939901401201,0.942628365226,0.944320022703,0.944990386940,0.944653172027,0.943321898319,0.941009982980,0.937730817815,0.933497836261,0.928324571044,0.922224703795,0.915212107662,0.907300883833,0.898505392700,0.888840280325,0.878320500726,0.866961334467,0.854778403946,0.841787685718,0.828005520159,0.813448618724,0.798134069038,0.782079337996,0.765302273070,0.747821101960,0.729654430739,0.710821240601,0.691340883332,0.671233075597,0.650517892130,0.629215757911,0.607347439398,0.584934034887,0.561996964052,0.538557956733,0.514639041006,0.490262530608,0.465451011738,0.440227329290,0.414614572558,0.388636060435,0.362315326168,0.335676101677,0.308742301481,0.281538006270,0.254087446136,0.226414983498,0.198545095759,0.170502357704,0.142311423675,0.113997009549,0.085583874536,0.057096802826,0.028560585113
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.330226150996,-0.390242471995,-0.441758568607,-0.487367978496,-0.528502915513,-0.566048782497,-0.600595212780,-0.632556192036,-0.662234111128,-0.689856746744,-0.715599956635,-0.739602300218,-0.761974837221,-0.782807914095,-0.802175996569,-0.820141193719,-0.836755881345,-0.852064690346,-0.866106037939,-0.878913323540,-0.890515874578,-0.900939702984,-0.910208116436,-0.918342216746,-0.925361309605,-0.931283243946,-0.936124694912,-0.939901401201,-0.942628365226,-0.944320022703,-0.944990386940,-0.944653172027,-0.943321898319,-0.941009982980,-0.937730817815,-0.933497836261,-0.928324571044,-0.922224703795,-0.915212107662,-0.907300883833,-0.898505392700,-0.888840280325,-0.878320500726,-0.866961334467,-0.854778403946,-0.841787685718,-0.828005520159,-0.813448618724,-0.798134069038,-0.782079337996,-0.765302273070,-0.747821101960,-0.729654430739,-0.710821240601,-0.691340883332,-0.671233075597,-0.650517892130,-0.629215757911,-0.607347439398,-0.584934034887,-0.561996964053,-0.538557956733,-0.514639041006,-0.490262530608,-0.465451011738,-0.440227329290,-0.414614572558,-0.388636060435,-0.362315326168,-0.335676101677,-0.308742301481,-0.281538006270,-0.254087446136,-0.226414983498,-0.198545095759,-0.170502357704,-0.142311423675,-0.113997009549,-0.085583874536,-0.057096802826,-0.028560585113
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82
# constraint,norm
# norm_sq,82.000000000000
# dEdt,4.531494907478
# lambda_max,4.529614639646
